Study Hours per Week,Attendance Rate,Previous Grades,Participation in Extracurricular Activities,Parent Education Level
15.5,69.3,53.5,1,4
6.8,28.4,60.7,0,1
20.9,55.7,39.4,0,0
15.7,92.1,56.7,0,1
21.6,101.2,78.5,1,4
9.7,93.3,48.6,0,2
6.0,47.9,58.6,0,4
18.1,48.8,75.4,0,3
11.4,104.6,38.7,1,2
9.6,87.0,64.8,1,3
10.8,44.9,59.4,0,1
9.8,28.7,48.6,1,2
15.1,74.9,84.3,0,3
8.4,90.6,71.8,1,2
3.0,85.1,93.8,1,0
17.4,77.6,79.1,0,4
11.9,91.6,78.8,0,1
22.2,74.7,60.2,0,0
14.0,52.9,58.4,1,2
15.3,57.0,72.5,1,1
4.8,86.2,81.6,0,3
10.9,94.2,79.4,0,3
10.6,67.9,72.8,1,1
0.4,80.5,72.7,0,2
5.6,75.0,71.6,0,3
16.9,69.3,90.2,1,1
12.2,101.6,69.6,1,0
6.2,50.9,61.5,1,4
11.3,100.3,70.2,1,1
8.1,77.0,51.1,0,0
8.6,85.3,61.3,0,4
15.4,96.0,68.7,0,4
6.6,59.8,68.7,0,2
14.2,94.5,64.6,1,4
8.6,77.1,61.0,0,1
5.6,36.4,70.4,0,1
9.6,86.0,93.9,0,0
18.7,76.9,42.6,1,0
10.5,76.9,62.9,0,0
-0.3,82.1,51.8,0,1
11.8,74.9,54.6,1,4
11.1,95.5,38.9,0,2
8.5,82.0,92.9,0,0
14.2,47.6,69.5,0,3
16.0,84.1,77.2,0,4
17.5,104.5,96.4,0,1
-5.0,90.3,55.0,1,2
19.2,80.5,54.0,0,1
10.1,68.0,72.0,1,4
19.7,66.0,34.0,1,0
16.0,83.0,53.5,0,2
4.3,76.3,71.2,0,4
0.9,50.7,92.8,1,2
10.4,78.1,47.5,0,3
1.9,102.5,84.0,1,0
13.5,121.3,84.8,1,1
12.4,74.6,59.1,1,2
6.2,68.3,88.0,0,1
9.6,150.0,54.7,1,4
6.8,63.0,110.4,1,1
4.3,83.8,33.8,0,1
12.5,79.1,47.6,1,4
9.9,107.1,51.6,1,0
6.2,68.9,44.7,1,0
17.3,63.6,69.6,1,3
7.7,79.1,47.0,0,1
3.0,60.8,60.0,0,4
14.2,66.3,71.8,0,0
5.0,93.8,55.4,1,3
9.8,105.5,53.0,1,4
9.0,109.8,74.8,0,4
8.0,47.6,68.5,0,3
10.9,93.7,60.7,0,2
8.4,44.4,68.8,1,1
14.2,35.0,79.9,1,4
13.0,60.3,79.9,1,1
10.6,58.1,88.0,0,0
16.4,54.3,60.5,1,0
2.7,75.0,55.0,0,0
7.6,98.6,58.4,0,0
3.2,84.5,63.2,0,2
7.1,95.9,49.7,1,1
12.3,72.1,85.7,1,2
12.8,76.9,44.9,1,2
14.9,98.9,70.6,0,0
13.9,91.6,74.0,0,1
9.3,98.2,57.3,1,2
7.6,89.0,58.8,0,3
12.8,67.6,85.2,0,1
13.0,79.7,66.0,0,2
3.9,34.9,70.5,0,3
11.9,66.7,71.1,1,3
13.8,41.5,59.3,0,1
7.0,63.0,51.4,0,3
8.7,59.1,86.3,0,1
12.9,93.1,85.0,0,1
6.7,66.6,58.5,1,2
1.6,87.2,57.7,1,1
19.8,82.6,94.5,1,4
-6.5,95.9,72.1,1,0
15.6,84.4,64.1,1,2
14.2,89.8,36.8,0,4
7.2,84.7,49.9,0,2
12.4,72.0,63.6,0,3
7.1,90.7,61.4,1,2
7.9,70.4,40.7,0,2
10.0,69.5,200.0,1,4
5.6,52.2,27.7,1,3
-0.6,98.1,67.2,0,0
16.3,33.0,43.9,0,2
10.3,63.8,80.5,0,3
6.0,117.0,68.5,0,3
18.0,74.3,48.1,0,4
8.9,118.6,60.3,1,0
17.5,103.3,42.9,0,2
6.9,83.4,101.2,0,4
2.4,110.0,58.1,0,4
15.6,67.5,54.0,1,3
7.7,71.0,26.7,0,0
3.0,62.3,66.1,1,3
20.5,93.1,90.4,1,3
12.0,69.4,57.5,0,2
17.5,52.5,53.9,0,0
8.8,64.4,67.0,1,4
16.5,76.8,75.4,1,0
12.9,81.4,86.8,0,4
7.2,62.3,84.1,1,1
11.1,104.6,68.8,1,2
6.7,79.9,82.6,1,4
6.1,108.4,77.1,0,2
9.8,81.0,58.2,1,3
24.6,84.6,84.4,1,3
3.5,68.6,70.9,0,0
5.3,65.9,61.0,0,0
24.3,64.1,68.4,0,2
6.4,22.7,122.4,0,1
6.4,57.8,40.4,0,3
10.5,108.5,46.4,0,4
19.9,50.2,83.9,1,4
7.8,87.9,51.1,0,2
5.4,75.4,36.0,1,0
16.3,66.6,48.3,0,1
13.3,78.7,68.6,1,3
7.6,101.5,42.7,0,2
9.6,64.2,64.8,1,0
-1.3,79.5,67.7,0,0
17.8,62.6,73.7,1,3
7.0,55.1,39.6,0,4
4.4,60.9,52.3,1,1
9.7,70.1,72.8,0,4
11.5,82.4,66.4,0,3
2.5,82.8,78.4,1,4
15.4,82.5,86.6,0,0
2.3,104.0,85.0,0,3
12.8,59.1,69.8,1,0
12.5,79.8,63.2,1,0
8.5,83.7,65.9,0,3
6.1,77.5,77.6,1,2
6.6,92.6,71.5,0,4
6.9,66.8,50.7,1,1
4.0,45.8,41.1,1,2
3.1,47.4,54.6,1,4
13.7,59.6,30.6,0,0
20.6,58.6,49.2,1,0
8.3,69.1,81.4,0,1
11.1,107.7,31.9,0,1
11.4,73.3,92.5,1,3
5.3,93.0,58.0,1,0
11.5,115.0,55.0,1,3
3.2,46.2,57.2,0,4
3.2,85.1,70.9,0,1
7.3,61.3,69.1,1,1
2.0,98.6,45.1,0,1
6.0,69.0,55.6,0,2
18.9,48.2,55.1,0,1
9.6,22.9,67.1,1,2
15.9,73.7,54.0,1,1
7.8,64.1,84.1,1,1
13.8,74.9,49.1,0,2
14.1,69.7,35.6,0,1
18.7,113.7,61.5,1,3
4.8,81.3,56.8,1,4
16.5,44.8,39.7,1,3
6.3,70.4,74.6,1,2
12.3,66.9,57.1,1,4
10.1,101.3,74.5,0,4
8.3,60.3,44.4,0,4
12.3,92.7,66.3,1,4
5.4,77.8,26.4,1,0
7.9,71.0,33.4,0,4
6.7,71.0,63.4,0,4
19.1,67.0,10.6,0,2
4.4,23.1,61.5,1,4
9.9,75.6,50.3,1,1
-0.9,44.9,40.3,0,4
2.5,80.5,50.5,0,2
3.7,88.7,68.1,0,4
4.0,76.3,49.9,1,3
9.6,51.1,60.8,1,3
10.0,61.0,57.3,1,3
7.2,87.2,55.0,0,0
14.4,70.9,46.5,0,1
8.8,70.2,74.7,1,3
14.4,66.6,47.5,1,3
8.4,38.0,69.8,0,1
17.0,82.0,67.2,1,1
14.3,81.6,63.8,0,4
11.6,97.2,88.4,0,2
2.5,54.2,48.9,0,3
16.0,74.2,59.7,1,0
14.2,82.4,57.8,1,2
4.9,82.4,68.3,0,2
13.7,69.3,47.5,0,1
7.7,88.2,66.2,1,2
12.7,93.8,64.8,1,0
7.9,58.5,85.3,0,2
11.9,81.8,82.4,0,3
6.0,96.3,67.8,1,1
11.4,76.4,37.3,1,4
13.6,81.2,69.1,0,1
17.6,67.4,54.8,0,1
5.8,63.9,74.0,0,1
8.5,67.5,45.9,1,4
3.7,66.1,48.7,0,4
7.1,73.1,61.8,1,4
9.9,49.0,72.7,0,4
11.4,47.7,72.1,1,0
17.6,101.7,86.8,0,0
4.3,66.5,68.0,1,2
20.0,95.1,55.2,1,0
8.3,58.4,200.0,1,0
12.2,87.6,66.7,0,2
12.6,117.8,74.4,1,3
5.5,64.0,69.3,0,0
9.6,62.0,66.3,0,3
15.9,53.9,51.2,0,0
10.3,87.7,54.0,0,1
9.7,23.2,76.3,0,1
1.5,66.1,66.6,1,4
0.3,57.0,55.9,0,2
11.3,57.6,58.6,0,4
19.0,89.7,53.1,1,1
7.0,92.3,62.6,0,3
6.7,108.3,65.1,1,2
7.2,76.9,70.0,1,2
7.6,65.5,40.9,1,1
11.0,79.4,64.9,1,1
17.9,49.8,59.9,1,0
8.7,51.0,44.4,1,2
9.9,94.9,81.6,1,1
8.2,91.1,66.9,1,0
3.2,76.1,63.0,1,2
4.9,36.8,60.7,0,0
17.2,95.4,70.6,0,0
14.7,92.6,88.5,1,1
0.1,64.9,26.6,0,2
14.1,92.9,61.9,0,2
11.1,117.5,59.4,1,4
6.7,85.7,51.8,0,1
11.0,59.9,79.4,0,0
10.3,73.8,71.9,1,1
7.2,62.8,75.5,0,1
15.9,81.8,59.1,0,2
3.4,68.2,72.1,1,4
13.0,45.4,69.3,0,1
11.6,56.9,72.9,0,2
12.0,85.9,87.4,1,3
17.2,74.9,62.8,1,2
2.9,83.3,70.3,1,2
9.5,87.3,58.3,1,0
17.9,126.8,46.2,1,4
11.8,82.8,72.7,0,3
17.1,88.0,65.1,1,1
11.5,36.7,68.9,0,0
12.4,80.4,56.5,0,0
11.1,106.0,56.7,1,2
7.0,82.7,75.3,1,0
7.6,84.0,55.0,1,1
16.3,69.7,61.6,0,1
5.0,59.4,70.3,1,4
4.7,74.2,70.6,0,3
15.9,83.8,61.8,0,3
15.1,104.6,62.6,0,1
12.6,128.4,51.7,0,2
11.3,59.7,97.2,0,2
4.9,74.4,77.8,0,0
17.2,66.3,64.5,1,1
9.1,62.9,77.2,1,1
10.1,56.2,59.4,0,1
8.2,62.2,93.7,0,3
11.3,84.5,69.7,1,1
8.2,83.0,70.5,1,3
10.5,75.9,65.7,0,2
17.1,113.7,70.4,1,1
11.7,99.4,57.5,0,1
10.7,62.7,93.3,1,1
8.6,74.7,40.6,1,0
10.4,56.7,73.2,1,0
11.3,150.0,68.6,0,0
14.9,102.5,33.1,0,0
9.8,58.5,50.0,0,4
6.4,69.1,62.8,1,3
14.2,80.8,51.5,0,3
6.0,68.3,47.8,0,3
26.9,64.8,55.2,0,0
10.7,69.4,75.5,1,4
18.8,72.7,62.9,1,1
14.2,75.3,60.9,0,2
5.2,93.7,47.9,0,4
7.1,74.1,66.3,0,3
4.0,113.3,55.3,1,2
1.1,87.1,72.6,0,1
18.1,74.0,85.9,1,2
1.6,107.2,57.7,1,1
9.1,91.2,70.2,0,0
9.7,58.1,47.6,1,4
5.7,69.9,52.7,1,3
13.6,34.7,66.8,1,1
7.2,53.1,103.4,1,2
13.5,55.8,87.8,1,3
11.4,70.0,66.8,0,1
12.3,77.0,71.4,1,2
12.0,79.4,43.9,1,4
13.5,79.5,72.7,1,4
5.8,91.6,78.4,1,4
12.5,92.6,58.8,1,1
12.5,74.9,78.2,0,0
-0.4,93.3,48.2,0,4
10.0,60.4,64.4,1,2
8.4,76.2,97.2,1,4
17.6,51.5,75.7,0,3
9.5,43.7,47.0,1,0
9.0,93.7,53.9,1,2
11.7,66.2,22.1,1,4
6.8,97.1,72.7,1,4
16.7,69.8,60.9,1,1
10.4,49.0,70.4,0,1
16.4,40.8,88.7,1,1
5.8,82.6,49.5,0,4
12.2,82.5,87.7,1,4
2.9,27.1,75.6,0,2
15.4,61.8,63.8,1,0
9.0,49.8,56.2,1,4
6.2,41.8,69.8,0,4
4.5,71.8,46.1,0,0
10.0,114.0,76.6,0,4
16.3,95.9,70.4,0,2
8.7,90.4,62.6,0,4
-1.5,31.3,88.3,0,4
10.6,82.8,89.1,0,0
6.5,41.5,33.8,1,1
8.6,78.1,75.9,0,4
14.1,45.7,90.7,1,0
20.5,80.7,80.5,1,1
4.5,32.1,47.4,0,2
6.6,91.0,58.7,1,1
7.8,75.5,63.8,1,1
16.1,112.2,37.7,1,4
13.0,69.7,99.0,1,1
3.8,64.7,82.6,0,2
14.2,59.5,73.2,0,2
9.4,50.9,63.0,1,1
11.1,68.0,63.9,1,0
10.7,48.7,42.3,0,2
9.6,74.0,55.5,1,4
7.8,88.2,36.0,0,3
16.5,68.9,75.0,1,1
11.4,90.2,35.2,1,4
19.2,66.1,72.0,0,0
9.8,79.3,60.4,1,2
2.2,57.0,69.9,0,3
18.3,74.9,54.5,1,2
6.7,90.8,70.1,0,1
10.1,40.0,50.1,1,1
19.6,90.1,57.3,1,0
1.6,88.9,37.8,1,0
8.9,43.4,81.1,0,4
9.6,90.1,69.4,1,1
16.6,66.9,80.0,1,1
9.3,66.2,90.3,0,0
12.1,98.7,80.4,1,0
9.1,69.1,53.5,1,2
14.6,83.2,38.0,0,4
17.2,36.8,79.0,1,4
13.6,86.1,26.2,0,1
12.8,80.6,68.2,1,1
8.7,92.7,50.8,1,4
17.9,105.3,87.9,1,1
6.0,96.3,58.8,0,2
6.1,63.1,88.2,1,0
9.3,77.4,57.2,0,2
15.2,63.3,70.7,0,1
8.7,108.5,49.0,0,2
-5.3,50.9,68.6,1,0
5.2,58.7,77.4,1,3
10.5,61.3,50.8,1,1
10.1,73.5,81.0,1,1
11.2,107.5,56.3,0,0
18.4,34.4,62.8,1,1
9.0,89.2,56.8,1,4
1.3,150.0,52.4,1,2
9.8,73.4,62.8,0,0
14.6,85.1,49.9,1,3
9.5,80.3,61.6,0,0
3.1,24.7,95.8,1,4
7.3,68.0,79.3,1,4
11.0,70.9,74.5,0,2
3.3,72.8,49.9,0,2
6.1,91.8,74.4,0,4
0.6,40.5,66.2,1,4
17.0,70.9,60.6,1,0
12.0,92.3,77.3,1,2
11.8,100.5,37.5,0,2
13.2,54.4,68.2,0,2
15.7,83.7,84.1,0,1
12.6,56.0,77.6,1,4
1.9,42.4,88.2,0,3
10.9,89.2,66.3,0,0
16.8,102.2,55.9,1,3
11.9,87.4,59.7,1,3
7.3,104.3,75.3,0,0
6.4,69.3,73.4,1,2
17.3,82.4,57.2,0,1
4.7,69.1,50.5,1,2
7.1,112.7,76.1,0,4
8.1,61.5,61.9,0,2
12.1,43.1,55.6,0,3
8.4,67.4,76.2,1,0
7.4,50.5,66.6,0,0
12.0,45.4,50.1,1,1
7.9,96.9,93.7,1,4
9.0,74.7,60.2,1,4
10.2,56.7,45.7,1,3
9.3,74.1,69.3,0,3
9.5,71.4,45.8,1,3
5.2,63.0,66.9,1,1
15.2,92.8,61.0,0,1
2.1,56.0,43.6,1,3
7.0,69.9,79.8,0,1
16.3,74.7,77.6,1,2
8.6,70.3,94.6,0,4
11.3,65.5,77.6,0,1
3.5,100.6,53.3,0,3
5.9,95.2,66.8,1,0
14.6,150.0,88.4,0,2
12.9,67.3,50.3,0,3
13.4,91.0,86.8,1,1
-4.2,58.2,68.3,1,3
9.4,48.3,74.6,1,0
18.1,54.6,82.2,1,3
-3.1,64.3,80.4,0,1
9.1,64.8,61.1,0,3
1.3,71.1,62.1,1,0
10.6,83.5,65.2,1,3
12.0,118.9,85.6,0,4
7.4,82.4,86.3,0,4
14.6,48.8,52.1,0,3
5.3,86.0,55.7,1,3
10.2,44.2,51.9,1,1
15.5,27.8,66.0,1,0
9.0,43.1,58.0,1,1
8.9,55.5,83.5,0,3
11.9,98.9,33.5,1,1
6.9,79.1,73.2,1,3
6.4,73.8,46.5,0,2
10.8,103.8,31.4,0,2
9.7,96.3,38.8,1,0
16.8,113.4,71.7,1,3
8.4,96.1,52.7,1,0
9.2,67.8,91.2,1,3
15.0,54.6,63.1,0,1
18.9,75.7,74.8,0,1
19.8,74.4,59.8,0,1
17.7,92.8,52.5,0,0
4.7,89.5,42.5,1,3
6.9,76.2,42.8,0,0
6.6,72.3,85.3,1,1
-6.2,98.7,26.2,1,3
13.5,95.5,44.7,0,1
8.7,56.5,47.2,1,2
11.1,98.9,39.5,1,0
-0.1,70.2,104.3,0,4
14.6,68.1,42.7,0,4
16.3,103.1,64.7,1,0
12.2,47.1,55.4,0,3
12.8,120.0,67.3,1,4
16.2,103.6,46.5,1,1
4.7,52.7,70.2,0,4
11.8,57.9,71.3,1,2
14.3,74.7,57.2,1,0
5.6,39.3,52.3,0,2
3.0,88.4,42.0,0,0
8.8,89.5,71.4,1,2
15.1,78.1,57.0,0,2
10.9,69.1,71.4,0,3
9.7,102.5,98.0,1,3
4.3,74.7,54.8,1,2
3.9,64.3,69.4,1,0
20.9,109.1,68.5,1,0
2.2,111.6,70.6,0,2
13.4,85.9,62.5,0,1
20.5,113.4,40.6,1,2
8.4,96.4,91.4,0,0
8.5,109.9,61.2,0,0
7.0,85.2,55.1,0,2
10.7,62.4,75.1,1,4
13.2,64.9,58.5,0,0
15.5,52.3,65.4,1,4
7.4,65.2,89.4,0,0
5.3,40.5,81.7,0,2
11.1,99.0,74.8,0,3
3.0,150.0,54.5,0,4
7.8,84.5,95.6,0,1
10.3,89.4,57.8,1,3
18.0,54.7,34.2,0,1
-0.2,45.9,79.6,0,4
15.9,94.2,48.0,1,1
14.8,53.2,75.6,0,2
12.1,103.2,61.8,0,3
11.5,77.0,59.5,0,2
20.7,61.0,63.5,0,3
15.7,95.4,76.8,0,1
10.6,49.1,54.5,0,3
17.9,56.7,33.1,1,3
11.3,50.9,74.4,1,3
12.6,52.8,37.6,0,4
12.2,91.5,70.1,1,2
12.6,60.3,72.9,1,2
-2.4,150.0,75.5,1,2
-0.6,97.8,55.3,0,2
14.2,76.3,89.1,0,3
8.6,40.0,69.4,1,0
0.4,80.7,72.1,1,3
-1.5,93.9,71.9,0,0
12.0,79.6,55.8,1,3
10.8,27.4,88.6,0,3
17.3,63.4,85.9,1,2
4.0,90.1,56.6,0,3
2.7,61.1,78.5,0,3
17.4,96.7,49.2,1,3
5.4,97.5,69.0,1,2
0.2,80.0,69.7,0,1
7.7,74.9,82.1,0,1
4.0,84.1,66.4,0,3
9.7,37.8,49.9,1,1
15.9,72.1,51.7,1,1
4.9,67.3,62.0,1,4
11.2,52.5,69.7,1,2
15.5,67.3,43.7,1,4
13.4,67.5,52.3,0,4
10.2,43.7,57.2,1,1
13.3,76.9,54.6,0,4
23.4,73.4,200.0,0,0
5.9,88.2,64.4,0,3
10.3,90.8,37.2,1,4
8.7,91.2,65.4,1,0
8.6,114.5,60.3,1,2
9.1,70.3,47.2,1,1
6.7,54.3,58.8,0,3
18.6,87.2,41.5,0,4
11.6,101.4,62.5,1,0
6.7,76.8,86.6,0,4
10.3,56.9,86.2,0,0
9.5,93.0,58.7,1,1
14.2,64.6,68.8,0,4
12.2,64.0,66.2,0,4
15.4,45.7,52.0,0,3
14.6,52.5,58.6,0,1
18.4,74.5,65.7,0,3
5.7,35.3,75.6,0,3
10.3,68.5,73.2,1,1
4.4,83.4,50.3,0,1
12.8,99.0,91.9,0,3
-3.8,71.7,42.6,0,3
5.9,43.4,74.7,0,1
8.5,58.8,38.6,0,0
1.5,81.2,70.8,0,3
5.2,43.4,54.1,1,3
6.3,74.1,69.8,0,4
18.4,72.3,40.5,0,1
15.6,80.2,82.7,1,0
13.3,61.4,67.1,0,4
1.4,85.3,71.4,1,1
15.7,97.8,75.4,0,0
7.3,78.9,62.5,1,0
9.2,74.1,45.3,0,2
11.0,75.9,88.7,1,4
10.1,89.7,77.2,1,1
5.7,80.5,60.7,1,2
10.8,82.7,70.1,1,1
5.8,77.4,84.5,0,0
8.8,58.3,62.0,1,3
13.5,88.8,60.4,0,0
7.2,80.3,72.7,1,4
5.1,96.2,69.7,1,3
18.8,27.0,53.1,0,2
4.6,95.9,55.8,0,0
3.6,26.1,68.9,0,4
3.8,46.7,71.2,1,2
21.2,107.3,58.2,0,3
17.4,41.5,37.7,0,0
13.4,84.9,61.0,0,0
6.5,44.5,61.0,1,2
15.2,62.7,60.1,0,3
4.5,100.1,56.9,0,0
10.0,73.9,64.4,0,3
10.9,66.2,93.4,0,2
9.4,77.2,78.0,1,3
19.8,34.9,82.9,1,0
15.4,106.0,57.4,0,1
10.3,86.9,76.8,0,3
13.8,68.5,29.5,1,4
3.6,59.7,60.8,0,1
10.4,30.4,61.0,1,2
4.6,78.2,35.1,1,2
13.8,27.7,85.4,0,1
10.4,98.5,75.2,0,1
13.2,93.7,65.6,1,0
13.5,47.4,76.0,0,4
10.6,48.6,68.2,1,2
17.3,71.6,41.9,1,1
13.0,39.5,64.6,1,1
10.2,129.6,60.3,1,3
12.4,80.9,61.5,0,3
0.8,49.2,73.2,0,1
0.4,92.2,74.7,0,1
9.4,76.2,85.1,1,3
10.5,53.7,54.8,0,1
14.5,101.9,33.0,1,1
5.0,115.5,71.0,0,4
13.4,150.0,53.6,1,2
5.0,46.7,60.1,0,0
9.5,36.8,78.6,1,2
7.4,67.6,71.3,0,2
8.2,44.7,101.7,1,2
10.3,58.1,97.2,0,3
11.4,88.0,72.3,0,4
3.5,128.5,49.5,1,0
12.1,87.9,72.0,0,3
6.4,61.0,35.5,1,3
7.3,85.1,60.4,0,2
9.4,71.8,62.7,0,4
12.7,39.3,62.3,1,2
8.1,72.1,64.8,0,4
5.9,79.0,71.6,0,3
19.5,37.3,69.5,1,3
14.9,71.8,71.1,0,3
4.5,61.3,75.1,0,2
11.5,75.4,73.7,1,3
5.4,54.5,70.7,1,3
15.8,69.7,64.7,0,1
14.4,66.4,59.5,1,1
12.4,80.4,87.4,1,4
10.0,84.8,59.2,1,0
5.3,66.3,60.2,0,3
4.8,99.6,57.1,1,0
16.5,67.1,65.1,0,1
9.6,120.1,93.0,0,0
8.2,59.5,91.4,1,1
14.8,150.0,62.1,0,2
15.9,84.6,69.5,0,3
8.5,75.1,55.6,0,2
20.7,112.8,52.2,1,0
11.1,47.7,88.6,1,3
10.1,51.8,70.3,1,1
8.8,98.1,90.7,1,1
2.6,92.7,55.7,1,1
7.4,62.2,55.4,1,3
9.9,71.9,108.5,0,0
7.3,78.1,53.2,1,1
8.3,67.6,55.6,1,0
3.9,67.1,54.3,1,1
15.1,77.4,34.1,0,4
5.8,94.2,31.9,0,4
8.8,70.0,66.4,0,3
9.9,70.9,76.0,1,4
8.3,63.4,72.3,1,0
10.4,47.9,33.8,1,2
-8.0,105.9,72.8,0,3
4.3,30.0,83.8,1,1
11.4,95.3,49.7,1,1
5.9,77.1,55.5,0,1
7.1,81.3,51.1,1,0
21.4,71.0,63.8,0,1
5.7,95.8,72.7,0,4
7.8,67.9,200.0,0,1
0.1,85.0,35.9,0,1
11.5,44.2,49.5,1,1
13.8,76.4,79.1,1,4
17.1,79.2,70.2,1,2
9.6,45.9,79.5,0,4
13.3,101.6,71.4,0,4
17.2,53.8,83.9,0,4
11.8,55.8,63.8,0,0
7.4,73.8,33.6,1,0
9.6,82.5,76.4,1,4
17.0,37.3,84.1,0,2
6.6,73.7,73.7,1,1
3.2,94.2,62.0,1,3
0.3,73.3,89.4,1,4
15.1,96.6,74.2,1,0
15.4,71.5,61.7,1,0
14.4,121.8,99.2,0,3
7.7,43.6,50.9,1,2
6.3,63.0,75.5,0,4
12.5,83.5,59.2,1,0
12.0,63.7,51.4,0,1
7.7,66.3,57.7,1,4
15.9,90.3,78.6,0,0
13.1,83.4,74.9,1,2
0.2,38.2,76.8,0,0
11.6,43.4,60.5,1,3
-0.6,33.6,52.2,0,1
1.8,94.7,65.6,0,0
10.1,58.9,50.4,0,3
6.0,74.2,83.7,0,1
11.6,67.3,52.7,0,4
13.4,61.5,76.2,0,3
3.0,86.4,62.7,1,4
12.4,94.1,52.4,0,3
3.0,67.4,80.1,1,1
7.9,91.6,45.7,0,3
18.7,86.1,57.6,0,2
17.7,91.1,58.1,0,0
10.1,48.8,87.7,1,3
10.1,38.5,54.1,1,2
4.8,72.3,63.2,1,3
7.0,30.1,54.3,0,4
12.1,74.0,64.6,1,0
4.0,51.1,57.3,0,0
15.3,68.4,64.5,0,1
10.2,73.1,69.7,0,0
8.2,45.3,45.8,0,0
6.6,79.8,65.4,0,3
6.3,83.6,68.5,0,0
15.8,105.7,62.5,1,1
8.5,63.0,49.1,1,0
2.3,68.8,79.9,1,3
9.5,69.5,60.1,1,1
-3.4,86.8,79.4,1,2
9.5,73.2,79.8,0,2
14.9,63.8,55.9,1,2
18.4,81.1,74.1,0,1
13.5,76.1,90.1,1,2
2.9,90.4,59.2,0,3
1.2,113.2,76.9,1,4
15.0,91.7,71.4,0,1
9.7,91.6,54.4,1,0
15.8,64.6,64.7,0,3
8.9,49.9,51.6,1,4
12.8,89.0,42.2,0,2
11.2,83.4,40.0,0,2
0.7,118.1,45.7,0,1
10.4,62.5,65.2,1,4
15.5,87.3,81.3,1,3
5.2,78.8,61.0,1,2
24.8,65.9,53.6,1,1
5.1,105.7,60.4,1,4
10.4,62.8,41.7,0,3
21.8,60.2,70.1,0,1
9.2,73.3,65.9,1,1
22.7,86.0,78.3,1,4
16.4,63.0,66.7,0,1
11.7,122.9,69.7,1,1
6.4,59.8,52.0,0,3
17.6,103.0,87.2,1,3
11.7,72.0,62.1,1,3
11.5,74.1,70.3,0,4
19.3,82.1,60.3,1,1
6.2,82.8,57.7,1,4
14.5,65.5,81.7,1,0
15.7,64.7,26.8,1,0
5.6,97.3,31.2,1,3
6.0,82.9,62.1,1,3
6.4,110.6,61.2,0,3
6.7,71.6,65.0,1,3
3.9,61.4,57.1,0,1
8.7,64.1,44.7,1,0
-3.5,65.1,77.3,0,3
12.5,71.9,63.3,0,1
19.8,42.4,63.2,0,3
12.4,95.8,45.3,1,3
12.9,64.9,58.9,0,0
1.0,96.0,39.0,0,3
12.9,74.8,58.6,0,3
11.3,68.6,74.2,0,4
5.2,86.0,51.8,1,4
11.9,87.5,48.1,1,2
11.6,85.1,68.8,1,0
8.3,97.4,64.1,0,4
20.3,74.6,53.0,1,3
10.8,91.1,71.2,0,2
5.4,72.1,56.8,1,4
20.3,90.2,50.4,0,0
14.1,51.1,54.7,1,3
6.4,80.5,47.8,0,3
7.3,93.3,74.2,0,1
13.0,71.9,42.0,0,0
10.7,62.4,87.9,1,1
12.5,86.9,48.0,0,3
10.3,33.0,63.2,1,2
17.4,96.8,83.2,0,2
10.2,74.3,57.6,1,1
8.2,56.5,64.0,0,4
14.7,88.4,79.3,1,1
12.1,102.0,59.8,1,0
3.8,73.2,68.1,1,3
14.8,90.9,78.9,1,0
15.8,78.6,70.9,0,2
10.8,75.4,68.5,0,2
9.1,54.4,68.2,1,3
7.6,86.4,77.6,0,4
13.2,77.0,65.4,1,2
12.6,128.6,80.5,0,4
4.5,40.2,40.3,0,1
17.8,76.0,67.3,0,4
6.3,75.0,79.4,1,3
11.5,48.6,61.3,1,4
11.5,58.2,66.0,0,0
20.7,66.7,52.0,1,2
6.5,67.9,91.1,0,4
8.0,49.5,88.7,1,0
9.3,63.0,57.2,1,3
15.6,73.0,100.5,1,3
6.3,45.3,75.2,1,4
10.2,97.2,42.1,1,4
15.0,105.4,77.7,0,1
12.0,64.9,30.9,1,2
13.5,97.2,51.1,0,4
7.1,105.9,58.4,1,0
14.3,150.0,71.6,0,4
5.1,94.7,61.0,1,3
9.3,82.5,84.6,1,0
15.3,90.7,71.2,1,3
9.2,112.6,73.1,1,1
11.8,62.2,46.3,1,0
7.6,77.0,92.1,0,3
19.7,90.9,47.1,1,4
14.6,106.5,59.0,1,0
10.3,80.5,50.4,0,2
18.5,39.4,66.8,0,2
9.6,31.1,52.7,1,4
6.6,68.8,92.2,0,0
12.7,38.0,42.1,0,4
12.5,71.5,41.1,0,4
7.1,67.5,65.1,1,1
6.9,17.1,85.7,1,1
-1.3,105.3,48.0,1,4
12.7,66.9,87.1,1,0
11.5,102.1,77.6,0,0
7.5,91.2,42.4,0,1
11.6,69.8,50.8,0,0
13.4,84.4,70.0,0,1
-0.3,24.4,82.0,0,3
4.9,46.4,82.5,0,1
9.1,83.8,52.0,1,2
11.8,64.2,36.3,0,1
8.2,77.8,71.2,0,4
3.7,63.5,65.5,1,0
2.8,65.2,67.5,0,4
10.8,47.7,77.6,0,2
19.9,100.0,63.6,1,4
13.4,113.8,78.9,1,2
18.1,48.1,95.7,0,3
-2.6,63.6,56.8,1,1
16.2,84.4,55.3,1,0
9.0,62.2,61.1,0,2
11.7,63.4,80.0,1,0
4.4,98.6,66.9,0,1
12.7,92.4,46.8,0,3
